lz_name,Helipad? 1/0,lz_city,lz_state,lz_zip,lz_type,added_time,update_time,lz_id,address1,address2,cap_trauma,cap_cardiac,cap_stroke,cap_ob,cap_burn,cap_ped,main_phone,ed_phone,icu_phone,ccu_phone,sec_phone,ed_contact,icu_contact,ccu_contact,sec_contact,sec_freq,ground_name,ground_phone,exterior,faa_nav_id,nav_id,comm_channel,awos,nav_freq,lat_dec,lon_dec,lz_desc,hazards,app_dep,dimensions,max_weight,surface,windsock,elevation,lighting,fuel,ifr,nav_id_alt,lat_dec_alt,lon_dec_alt,desc_alt,comments
Viskase,1,Osceola,AR,,Scene,1/8/2015 23:10,1/8/2015 23:10,5209,2221 State Highway 198,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.652569,-89.938049,The landing zone is grass and is located in the large open field west of the Viskase plant.,,,,,Grass,Yes,,No,0,0,,0,0,,"The entire Viskase plant is secured by a chain link fence.  The large grain bins at Bungee, north of the Viskase plant, are easily identifiable from the air."
Keiser City Park,1,Keiser,AR,,Scene,1/9/2015 0:08,1/9/2015 0:08,5210,School and Monroe Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.671118,-90.09475,This is a grass LZ.,Light polls surrounding each field.,,,,Grass,No,,,0,0,,0,0,,"The landing zone is located on the ball field, the fields are secured by chain link fence and there are tall light polls surrounding each field."
Etowah Agri Strip,1,Etowah,AR,,Scene,1/9/2015 0:12,1/9/2015 0:12,5211,State Highway 77 and West County Road 716,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.691854,-90.228942,North end of agriculture landing strip.,"Maintain visual awareness during spraying season, this is an active agriculture landing strip and many agriculture spray planes do not have radios.",,,,,,,,0,0,,0,0,,This is an agriculture landing strip.
Dyess School,1,Dyess,AR,,Scene,1/9/2015 0:14,1/9/2015 0:14,5212,Arkansas 297 and 5th Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.593305,-90.213405,Large open grass lot with many possible landing sites.,,,,,Grass,No,,No,0,0,,0,0,,The LZ is located at the corner of Arkansas 297 and 5th Street; the northwest corner of the school property.
Wilson School,1,Wilson,AR,,Scene,1/9/2015 0:17,1/9/2015 0:17,5213,Lee Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.564849,-90.052421,There are several landing sites available; the large open field south of the school building or the track field west of the school building and the large parking area around the school building.,,,,,Grass,No,,No,0,0,,0,0,,The LZ is located on the school campus.
Bassett Gravel and Sand Pit,1,Bassett,AR,,Scene,1/9/2015 0:20,1/9/2015 0:20,5214,Highway 181,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.538697,-90.133873,Large sand and gravel pit.,,,,,Grass,No,,No,0,0,,0,0,,The gravel and sand pit is located on the north side of Highway 181 west of Bassett and east of Interstate 55.
Joiner Gin,1,Joiner,AR,,Scene,1/9/2015 0:24,1/9/2015 0:24,5215,State Highway 267 South,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.487079,-90.148669,This is a large open area with many LZ possibilities.,Be aware of traffic during ginning season and cotton modules.,,,,Grass,No,,No,0,0,,0,0,,The Joiner Gin is located south of Joiner on State Highway 267.
Tichnor,1,Tichnor ,AR,,Scene,5/12/2015 9:42,5/12/2015 9:42,5576,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3409.29,-9113.52,,,,,,,,,,0,0,,0,0,,TYRONZA HUNTING CLUB
Big Flat Ball Field ,1,Big Flat ,AR,,Scene,5/12/2015 9:59,4/12/2017 15:29,5580,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.00149,-92.40547,,,,,,,,,,0,0,,0,0,,Ball Field
Buffalo River Hwy 14 LZ,1,Buffalo River,AR,,Scene,5/12/2015 10:05,4/12/2017 16:46,5582,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.06567,-92.5785,,,,,,,,,,0,0,,0,0,,
"Bull Shoals ""OldHarps"" ",1,Bull Shoals,AR,,Scene,5/12/2015 10:07,4/14/2017 20:38,5584,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.3842,-92.582817,,,,,,,,,,0,0,,0,0,,
Clarkridge,1,Clarkridge,AR,,Scene,5/12/2015 10:15,5/12/2015 10:15,5588,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3629.45,-9218.13,,,,,,,,,,0,0,,0,0,,Clarkridge Fire Station #3
AFC Workcenter,1,Fayettville,AR,,Scene,5/12/2015 10:17,5/12/2015 10:46,5589,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.0413,-94.1764,,,,,,,,,,0,0,,0,0,,
94EAST01,1,Rogers,AR,,Scene,5/12/2015 13:14,5/13/2015 0:34,5590,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.295333,-94.053333,,,,,,,,,,0,0,,0,0,,94 East Fire Department
94EAST02,1,Horseshoe Bend,AR,,Scene,5/12/2015 13:17,5/13/2015 0:35,5591,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.289833,-94.020333,,,,,,,,,,0,0,,0,0,,North Boat Ramp (Horseshoe Bend Park)
94EAST03,1,Horseshoe Bend ,AR,,Scene,5/12/2015 13:19,5/13/2015 0:34,5592,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.283667,-94.021833,,,,,,,,,,0,0,,0,0,,Horshoe Bend South Swimming Area
Inspiration Point Fire LZ#1,1,Eureka Springs,AR,72632,Scene,12/17/2016 12:04,12/24/2016 16:41,6718,Intersection of US 62 and Ozark Automotive Road,,0,0,0,0,0,0,479-981-4445,,,,,,,,,,,,,,,Fire west,,,36.44457,-93.796501,LZ is located in a small mowed field with trees around it. Best approach is from the NW.  Fire department provides experienced ground marshals&#044; portable windsock near the highway&#044; and usually a fire pumper with crew.  Fire station is due south across the intersection.,Trees,,,,Grass,Portable,,Fire Scene lights,0,0,,0,0,,LZ will generally have an experienced ground marshal&#044; portable windsock and a fire engine with crew.
Inspiration Point Fire LZ#2 (Sky Ranch Airfield),1,Busch,AR,72631,Scene,12/24/2016 17:24,12/24/2016 17:27,6733,389 CR 214,,0,0,0,0,0,0,479-981-4445,,,,,,,,,,,,,,,Fire west,,,36.463548,-93.823575,LZ is on a 1900 foot grass runway.  Normal operation is to land to the west on the runway following instructions of the ground marshal.,While the several acre field south of the runway is inviting as an LZ there is a significant FOD danger.  Follow the ground marshal&#039;s instructions.,"Approach:  Make eastward left traffic approach to hover taxi on the runway and follow ground marshal to parking on the runway.
Departure is pilot option.",1900 ft x 40 ft,,Grass,Permanent,1064 ft,portable landing red beacons,0,0,,0,0,,Sky Ranch Airfield is a little used 1900 foot unregistered grass air strip.  LZ will usually be controlled by experienced ground marshals using hand signals.
Inspiration Point Fire LZ#3 (Inspiration Point Fire Station #2),1,Busch,AR,72631,Scene,12/25/2016 0:41,3/15/2017 23:23,6734,Hwy 62 west,,0,0,0,0,0,0,479-981-4445,,,,,,,,,,,,,,,Fire west,,,36.471352,-93.842922,LZ is a concrete pad.,Power lines along the far side of the highway,"Approach from the north west&#044; watch for ground marshal.
Departure: At pilots discretion.",,,Concrete,portable,,portable red beacons,0,0,,0,0,,Concrete landing pad at Inspiration Point Fire Station #2
"WIDENER, AR",1,WIDENER,AR,,Scene,2/16/2017 17:00,2/16/2017 17:00,7268,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,NO,NO,NO,35.055333,-90.6865,SCENE,DUST,APPROACH AND DEPARTURE IN ANY DIRECTION,300X300,,GRAVEL,NO,202,SOME ON NEARBY BUILDINGS,0,0,,0,0,,
Mercy Hospital,1,Rogers,AR,,Hospital,2/21/2017 22:41,2/21/2017 22:58,7715,2710 Rife Medical Ln.,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.308957,-94.183081,,,,,,,,,,0,0,,0,0,,
Delta Regional Airport,1,Colt ,AR,,Airport,2/22/2017 13:02,2/22/2017 13:02,7751,,,0,0,0,0,0,0,,,,,,,,,,,,,,,KDRP,123,,,35.120333,-90.821,Airport parking ramp,,,,,,,,,0,1,RNAV(GPS) 18 and 36,0,0,,
Hughes Football Field,1,Hughes,AR,,Scene,2/22/2017 13:04,2/22/2017 13:04,7754,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.942667,-90.486333,"Practice football field, unlit",,,,,,,,,0,0,,0,0,,
Altus School PELA,1,Altus,AR,,Scene,2/27/2017 9:25,2/27/2017 9:25,8042,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.437778,-93.761944,North East School Yard,"Wires and trees North and East. Trees West, Elementary School South",,,,,,,,0,0,,0,0,,
Cass Job Corps PELA Baseball Field,1,Cass,AR,,Scene,2/27/2017 9:32,2/27/2017 9:32,8043,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.689444,-93.817222,Baseball Field,Light poles around field. No wires between poles.,"Gate for ambulance is in South West corner, extreme right outfield.",,,,,,,0,0,,0,0,,
Caulksville PELA HWY 22 and HWY 23 Intersection,1,Caulksville,AR,,Scene,2/27/2017 9:37,2/27/2017 9:37,8044,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.3025,-93.863611,Parking area in front of Caulksville Cemetery,,,,,,,,,0,0,,0,0,,
New Blaine Fird Department,1,New Blaine,AR,,Scene,2/27/2017 9:41,2/27/2017 9:41,8045,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.286667,-93.423611,H painted on old tennis courts,"Trees on North side, fence on North and West side of tennis court.",,,,,,,,0,0,,0,0,,
"Oak Bend, Etna Fire Station",1,Etna,AR,,Scene,2/27/2017 9:46,2/27/2017 9:47,8046,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.363333,-93.856667,Land just South of parking lot,Parking lot can be dusty. Tree in field just East of LZ spot,Parking lot can be dusty. Tree in field just East of LZ spot,,,,,,,0,0,,0,0,,
(AE87) Huntington 1 - Hunting Club - PELA,1,Arkansas City,AR,,Scene,3/5/2017 18:34,3/5/2017 18:34,8485,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.563067,-91.186367,Open field north of Huntington point road,trees on all sides of the lz,South to north is best,,,,,,,0,0,,0,0,,
(AE87) Huntington 2 - Hunting Club - PELA,1,Arkansas City,AR,,Scene,3/5/2017 18:39,3/5/2017 18:39,8486,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.563767,-91.218733,Open field south of the Mississippi River,Trees on all sides,South to North best,,,,,,,0,0,,0,0,,
(AE87) Promised Land - Hunting Club - PELA,1,Hamburg,AR,,Scene,3/5/2017 18:46,3/5/2017 18:47,8489,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.332317,-91.724783,"Large open field north of Ashley County Rd 122,",Buildings to the south&#044; trees to the north&#044; east&#044; and west.,Enough area to support approaches from all directions.,,,,,,,0,0,,0,0,,
(AE87) 4539 - Hunting Club - PELA,1,Collins,AR,,Scene,3/5/2017 18:58,3/5/2017 18:58,8491,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.531717,-91.578833,East west running road north of the hunting camp,Power lines and trees.,West to east or east to west is preferred,,,,,,,0,0,,0,0,,
(AE87) MG Farms,1,McGehee,AR,,Scene,3/5/2017 19:00,3/5/2017 19:00,8492,,,0,0,0,0,0,0,318-469-4300,,,,,,,,,,,,,,,,,,33.618,-91.420483,Open farm field,"Possible brownout conditions, non improved dirt area",,,,,,,,0,0,,0,0,,
(AE87) Halley - Hunting Club - PELA,1,Dermott,AR,,Scene,3/5/2017 19:02,3/5/2017 19:02,8493,,,0,0,0,0,0,0,318-469-4300,,,,,,,,,,,,,,,,,,33.532467,-91.290983,east-west running road north of a farm field,"possible brownout conditions, non improved dirt area",,,,,,,,0,0,,0,0,,
(AE87) Ozark - Hunting Club - PELA,1,Arkansas City,AR,,Scene,3/5/2017 19:04,3/5/2017 19:04,8494,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.763317,-91.133317,Large open area alongside the Mississippi river bank,"Buildings to the south and west.  Solid dirt strip, maintained and kept clear by hunting club members.",Southwest to northeast or northeast to southwest,,,,,,,0,0,,0,0,,
(AE87) Delta Resorts - PELA,1,McGehee,AR,,Scene,3/5/2017 19:06,3/5/2017 19:06,8495,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33.721,-91.339167,Improved area southeast of main resort building,"Trees scattered across the resort, power lines along road to the west and the resort buildings",West to East preferred.,,,,,,,0,0,,0,0,,
Beaver Lake Dam,1,Eureka Springs,AR,,Scene,3/8/2017 12:15,3/8/2017 14:26,8637,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.426636,-93.847792,Parking Lot,,North or south App/Dep,,,Asphalt,Flag on Dam,,No,0,0,,0,0,,
Grassy Knob LZ,1,Eureka Springs,AR,,Scene,3/8/2017 14:03,3/8/2017 14:07,8638,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.404931,-93.833317,,,,,,Asphalt,Yes&#044; on top of FD,,No,0,0,,0,0,,Parking lot of Grassy Knob volunteer FD
Eureka Springs Track ,1,Eureka Springs,AR,,Scene,3/8/2017 14:15,3/8/2017 14:16,8639,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.380603,-93.733542,Sports filed & track,Basketball goal north end. Soccer goal south end. Light poles surround track,North & South,,,Grass,No,,Track Lighting,0,0,,0,0,,
Victorian Inn,1,Eureka Springs,AR,,Scene,3/8/2017 14:21,3/8/2017 14:23,8640,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.389889,-93.709447,Parking Lot,,North & South,,,Asphalt,No,,No,0,0,,0,0,,
Winslow Ball Field,1,Winslow,AR,,Scene,3/8/2017 14:32,3/8/2017 14:33,8641,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.814825,-94.128808,Baseball Field,Light poles surround field,North or South,,,Grass,No,,No,0,0,,0,0,,
Devils Den State Park,1,Winslow,AR,,Scene,3/8/2017 14:37,3/8/2017 14:39,8642,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.771,-94.266581,Grass pasture,Mountains,,,,Grass,No,,No,0,0,,0,0,,
Summers FD/LZ,1,Summers,AR,,Scene,3/8/2017 17:36,3/8/2017 17:41,8646,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.978022,-94.489789,Concrete Pad west of Summers FD,,N&#044;S&#044;E&#044;W,,,Concrete Pad,Yes,,No,0,0,,0,0,,
Ben VFD,1,Ben  ,AR,,Scene,3/10/2017 11:49,3/10/2017 11:49,8651,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.725133,-91.93805,,,,,,,,,,0,0,,0,0,,Land in the field on the east side of the highway and north of the building
Cabot Pela,1,Cabot,AR,,Scene,3/10/2017 11:52,3/10/2017 11:55,8652,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.949667,-92.058667,,,,,,,,,,0,0,,0,0,,
Izard County Med Center,1,Calico Rock,AR,,Hospital,3/10/2017 12:07,3/10/2017 12:14,8654,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.12605,-92.128333,,,,,,,,,,0,0,,0,0,,"N.E. part of town  The LZ is a blacktop pad on the south side of the Hospital  
CAUTION:  trees and wires"
Casa Helipad,1,Casa,AR,,Scene,3/10/2017 12:12,3/10/2017 12:12,8655,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.023233,-93.047483,,,,,,,,,,0,0,,0,0,,"Concrete Helipad   
CAUTION: Wire on three sides"
Cove Creek VFD LZ,1,Cove Creek,AR,,Scene,3/10/2017 12:20,3/10/2017 12:20,8656,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.445217,-92.144883,,,,,,,,,,0,0,,0,0,,
Dardanelle Med. Center,1,Dardanelle,AR,,Hospital,3/10/2017 12:41,3/10/2017 12:44,8661,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.23345,-93.1725,No pad at the Hospital Land at the Helipad next to Police Dept. and Baseball Field NW part of town,wires towers and light poles around baseball field,,,,,,,,0,0,,0,0,,
Denard  VFD Pad LZ,1,Denard,AR,,Scene,3/10/2017 12:46,4/12/2017 17:09,8663,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.748667,-92.5375,Concrete Helipad on the SSE side of the shop looking building,,,,,,,,,0,0,,0,0,,
Des Arc City Pad,1,Des Arc,AR,,Scene,3/10/2017 12:53,3/10/2017 12:53,8666,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.976717,-91.52625,"Pad is on the far west side of town, south side of Hwy.",,,,,,,,,0,0,,0,0,,
Fairfield Bay Community Pad ,1,Fairfield Bay,AR,,Scene,3/10/2017 13:01,3/10/2017 13:01,8667,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.621,-92.25905,Concrete Pela Pad,CAUTION : wires hard to see,,,,,,,,0,0,,0,0,,
Greer's Ferry PELA Helipad LZ,1,Greer's Ferry,AR,,Scene,3/10/2017 13:03,4/12/2017 17:35,8669,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.568033,-92.170683,Concrete pad at baseball fields on ESE side of the small town,,,,,,,,,0,0,,0,0,,
Hopewell VFD,1,Hopewell,AR,,Scene,3/10/2017 15:06,3/10/2017 15:06,8683,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.427333,-92.042333,The LZ is in the grass on the south side of the gravel drive,,,,,,,,,0,0,,0,0,,
N Metro Medical Center,1,Jacksonville,AR,,Hospital,3/10/2017 15:13,3/10/2017 15:21,8684,1400 braden Street,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.873582,-92.124839,Centeral part of town on NW side of Hwy LZ is driveway next to Hospital,CAUTION :  Drivway is next to ER. LZ is  very close to building because drive slopes rather quickly as you get further away from the building&#044; also wires to the west,,,,,,,,0,0,,0,0,,
Jerusalem VFD,1,Jerusalem ,AR,,Scene,3/10/2017 15:24,3/10/2017 15:24,8685,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.404167,-92.819,"LZ on south side of road,,in a lot just south of the fire dept. building",,,,,,,,,0,0,,0,0,,
Baptist NLR Springhill Hospital,1,North Little Rock,AR,,Hospital,3/10/2017 15:26,3/10/2017 15:26,8686,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.783833,-92.223167,About 3.8 NM due north of Adams Field N side of I-40,,,,,,,,,0,0,,0,0,,
Perryville City Park,1,Perryville,AR,,Scene,3/10/2017 15:29,3/10/2017 15:29,8687,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.998333,-92.7965,"Field at south end of town , East side of Highway",,,,,,,,,0,0,,0,0,,
Prim Community Pad,1,Prim,AR,,Scene,3/10/2017 15:32,3/10/2017 15:32,8688,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.694983,-92.115533,"PELA Helipad North side of the road, 250 yards west of building with white roof",,,,,,,,,0,0,,0,0,,
Quitman VFD,1,Quitman,AR,,Scene,3/10/2017 15:35,3/10/2017 15:35,8689,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.3856,-92.21595,PELA LZ east side of N/S road and 150 yards N. of the E/W road thru town,,,,,,,,,0,0,,0,0,,
Sheridan PELA,1,Sheridan,AR,,Scene,3/10/2017 15:38,3/10/2017 15:38,8690,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.321667,-92.391683,300 yards east of main N/S road North side of small E/W road,,,,,,,,,0,0,,0,0,,
Saint Vincent's North,1,Sherwood,AR,,Hospital,3/10/2017 15:41,3/10/2017 15:49,8691,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,34.813817,-92.208083,Land in parking lot N. side of Hospital. Sherwood FD must secure  the LZ,,,,,,,,,0,0,,0,0,,
Twin Grove VFD LZ,1,Twin Grove,AR,,Scene,3/10/2017 15:44,3/10/2017 15:45,8692,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.320333,-92.4335,Field on East side of the Building,Poles and Trees,,,,,,,,0,0,,0,0,,
Williams Junction  VFD,1,Williams Junction,AR,,Scene,3/10/2017 15:48,3/10/2017 15:48,8693,,,0,0,0,0,0,0,92 02.604,,,,,,,,,,,,,,,,,,34.880667,-92.7675,Field on the north side of Hwy.,,,,,,,,,0,0,,0,0,,
Osceola Municipal Airport,1,Osceola,AR,,Airport,3/11/2017 14:59,3/11/2017 14:59,8694,,,0,0,0,0,0,0,,,,,,,,,,,,,,,7M4,,,,35.691783,-90.010067,,,,,,,,,,0,0,,0,0,,
Blytheville International airport,1,Blytheville ,AR,,Airport,3/11/2017 15:08,3/11/2017 15:08,8695,,,0,0,0,0,0,0,,,,,,,,,,,,,,,KBYH,,,,35.958667,-89.949333,,,,,,,,,,0,0,,0,0,,
Maynard PELA,1,Maynard,AR,,Scene,3/12/2017 21:00,3/12/2017 21:09,8714,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.423827,-90.89679,There is an asphalt pad. The closes obstacles are trees that run along the South and East sides of the pad.,,,30&#039; x 30&#039;,,Asphalt,,,,0,0,,0,0,,
Reyno PELA,1,Reyno,AR,,Scene,3/12/2017 21:06,3/12/2017 21:06,8715,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.365677,-90.758552,"Just south of a ""Y"" intersection. There are grain bins to the south of the pad.",,,30' x 30',,Concrete,,,,0,0,,0,0,,
Ravenden Springs PELA 1,1,Ravenden Springs,AR,,Scene,3/12/2017 21:38,3/12/2017 21:38,8716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.31421,-91.223649,Open Field. Old School building to NW of landing area.,,,> 50' x 50',,Grass with some gravel,,,,0,0,,0,0,,
Ravenden Springs PELA 2,1,Ravenden Springs,AR,,Scene,3/12/2017 21:45,3/12/2017 21:45,8717,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.362435,-91.200196,Gravel parking lot of an old school. Building to the West and a tree line to the East.,,,> 50' x 50',,Gravel,,,,0,0,,0,0,,
Biggers PELA,1,Biggers,AR,,Scene,3/12/2017 21:55,3/12/2017 21:55,8718,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.332543,-90.805525,Asphalt pad in an open field. Powerlines run along the road to the NW. Grain Bins are located to the SE.,,,30' x 30',,Asphalt,,,,0,0,,0,0,,
Maynard PELA 2,1,Maynard,AR,,Scene,3/12/2017 22:06,3/12/2017 22:06,8719,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.420171,-90.901146,LZ is in the outfield of a baseball field. No immediate obstacles.,,,> 50' x 50',,Grass,,,,0,0,,0,0,,
Bruno Fire Dept,1,Bruno,AR,,Scene,4/12/2017 16:34,4/12/2017 16:34,30863,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.14461,-92.77772,,,,,,,,,,0,0,,0,0,,
Cherokee Village - White River Medical Ctr,1,Cherokee Village,AR,,Hospital,4/12/2017 16:53,4/12/2017 16:53,30864,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.2605,-91.55983,,,,,,,,,,0,0,,0,0,,
Clarkridge Fire Department,1,Clarkridge,AR,,Scene,4/12/2017 16:57,4/12/2017 16:57,30865,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.48061,-92.34693,,,,,,,,,,0,0,,0,0,,
Cotter Ball Field,1,Cotter,AR,,Scene,4/12/2017 17:05,4/12/2017 17:05,30866,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.26475,-92.541633,,,,,,,,,,0,0,,0,0,,
Diamond City LZ,1,Diamond City,AR,,Scene,4/12/2017 17:12,4/12/2017 17:12,30868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.46479,-92.9178,,,,,,,,,,0,0,,0,0,,
Drasco LZ,1,Drasco,AR,,Scene,4/12/2017 17:13,4/12/2017 17:13,30869,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.63319,-91.94831,,,,,,,,,,0,0,,0,0,,
Fairview Cemetery LZ,1,Fairview,AR,,Scene,4/12/2017 17:24,4/12/2017 17:24,30870,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.32915,-92.60503,,,,,,,,,,0,0,,0,0,,
Gamaliel Fire Department,1,Gamaliel,AR,,Scene,4/12/2017 17:28,4/12/2017 17:28,30871,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.42638,-92.25821,,,,,,,,,,0,0,,0,0,,
Gilbert LZ,1,Gilbert,AR,,Scene,4/12/2017 17:31,4/12/2017 17:31,30872,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.99124,-92.71838,,,,,,,,,,0,0,,0,0,,
Handcove Fire Dept.,1,Handcove,AR,,Scene,4/12/2017 17:40,4/12/2017 17:40,30874,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.31956,-92.20777,,,,,,,,,,0,0,,0,0,,
HA-RO-CO Fire Dept,1,Harriet,AR,,Scene,4/12/2017 17:50,4/12/2017 17:50,30876,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.02825,-92.54569,Use Caution!! Multiple Wires on South and East of LZ. Surface not level. TWO Unmarked Basketball goals in Northeast corner.,,,,,,,,,0,0,,0,0,,
Jackson Landing,1,Harriet,AR,,Scene,4/12/2017 17:58,4/12/2017 17:58,30879,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.00063,-92.52165,,,,,,,,,,0,0,,0,0,,
Jasper Nursing Home LZ,1,Jasper ,AR,,Scene,4/12/2017 17:59,12/8/2017 12:26,30880,610 Court St,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.01133,-93.1795,,,,,,,,,,0,0,,0,0,,
Lakeview LZ,1,Lakeview,AR,,Scene,4/12/2017 18:01,4/12/2017 18:01,30881,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.38605,-92.51997,,,,,,,,,,0,0,,0,0,,
Lakeway Fire Dept,1,Lakeway,AR,,Scene,4/12/2017 18:03,4/12/2017 18:03,30883,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.33198,-92.77406,,,,,,,,,,0,0,,0,0,,
Leslie High School LZ,1,Leslie,AR,,Scene,4/12/2017 18:06,4/12/2017 18:06,30885,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.8359,-92.55479,,,,,,,,,,0,0,,0,0,,
Lone Rock Fire Dept.,1,Lone Rock,AR,,Scene,4/12/2017 18:09,4/12/2017 18:09,30886,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.15223,-92.34835,,,,,,,,,,0,0,,0,0,,
Morningstar Treadwell LZ,1,Morningstar,AR,,Scene,4/14/2017 20:50,4/14/2017 20:50,31008,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.959654,-92.606588,,,,,,,,,,0,0,,0,0,,
Oakland Airstrip,1,Oakland,AR,,Scene,4/14/2017 20:59,4/14/2017 20:59,31009,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.44167,-92.57305,,,,,,,,,,0,0,,0,0,,
Oakland Fire Dept,1,Oakland,AR,,Scene,4/14/2017 21:11,4/14/2017 21:11,31010,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.456791,-92.576922,,,,,,,,,,0,0,,0,0,,
Oxford Fire Dept,1,Oxford,AR,,Scene,4/14/2017 21:16,4/14/2017 21:16,31011,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,36.22507,-91.92827,,,,,,,,,,0,0,,0,0,,
Oxley LZ,1,Oxley,AR,,Scene,4/14/2017 21:32,4/14/2017 21:32,31013,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35.847185,-92.449026,,,,,,,,,,0,0,,0,0,,
